X	Y	INTENSITY	LAMBDA1	LAMBDA2	V1X	V1Y	V2X	V2Y
302.333	345.333	109	50463.7	9731.56	0.49996	-0.866048	-0.866048	-0.49996
303.667	347.667	108	55604.1	22064.8	0.414154	0.910207	0.910207	-0.414154
304.333	342	85	48281.1	1947.59	0.596032	-0.802961	-0.802961	-0.596032
298.667	346.333	136	49704.8	21125.3	0.0318669	-0.999492	-0.999492	-0.0318669
308.667	347	83	71186	57450.7	0.0742472	0.99724	0.99724	-0.0742472
307	344.667	78	49841.5	17215.3	0.430486	-0.902597	-0.902597	-0.430486
311	348	54	67908.5	48177.8	0.50762	0.861581	0.861581	-0.50762
307	348.667	90	106057	30099	0.517784	0.855512	0.855512	-0.517784
306.667	351.333	47	114916	46028.7	0.785195	0.619249	0.619249	-0.785195
311.667	350.333	32	97253.8	18008.2	0.642022	0.766686	0.766686	-0.642022
314.333	351	37	48564.2	32088	0.0466855	0.99891	0.99891	-0.0466855
302	353	98	45373.6	34565.3	0.079644	0.996823	0.996823	-0.079644
313.333	347	28	113314	9835.93	0.685789	-0.727801	-0.727801	-0.685789
305.667	347.333	104	59250	32626.7	0.132496	-0.991184	-0.991184	-0.132496
308.667	345	61	61163.2	22424.9	0.744611	-0.667499	-0.667499	-0.744611
296	353.333	124	29993.5	1144.82	0.600561	-0.799579	-0.799579	-0.600561
313	344.667	32	105460	15527	0.693946	-0.720027	-0.720027	-0.693946
297.333	334.333	164	26059.2	14263.4	0.0939919	0.995573	0.995573	-0.0939919
317.667	333.333	104	85411.4	10855.9	0.996348	0.0853826	0.0853826	-0.996348
319.667	329.333	116	33848.6	12473.9	0.943563	-0.331192	-0.331192	-0.943563
315	338.333	64	136951	5388.33	0.99852	0.0543779	0.0543779	-0.99852
319	338.667	136	139990	6120.41	0.995628	0.0934034	0.0934034	-0.995628
319	340.667	134	137127	12293.8	0.98803	-0.154262	-0.154262	-0.98803
315.667	341.667	73	132553	16079.2	0.982129	-0.188208	-0.188208	-0.982129
320	336	134	79082.3	4388.4	0.964485	0.264137	0.264137	-0.964485
315.333	343.667	48	126146	20003.9	0.782075	-0.623185	-0.623185	-0.782075
326.667	332.667	119	11177.9	1205.57	0.897887	0.440226	0.440226	-0.897887
322.667	329.333	121	12241.2	8748.22	0.437368	0.899283	0.899283	-0.437368
329	338.333	99	92406.8	7278.69	0.953325	0.301946	0.301946	-0.953325
323	335.667	138	32013.8	1978.98	0.883935	0.46761	0.46761	-0.883935
325	342.333	117	95415.8	13433	0.103721	-0.994606	-0.994606	-0.103721
325.333	338.333	119	23824.9	5991.87	0.879962	0.475044	0.475044	-0.879962
331	341	102	193799	8819.55	0.966012	0.258497	0.258497	-0.966012
319.667	343	113	167448	35107.7	0.607551	-0.794281	-0.794281	-0.607551
330	334.667	100	78333.8	1433.49	0.829314	0.558783	0.558783	-0.829314
323.667	333	125	19313.8	2142.43	0.843356	0.537356	0.537356	-0.843356
312.667	330	60	61775.4	2342.58	0.969547	-0.244905	-0.244905	-0.969547
329	343.667	111	124309	31598.7	0.917282	0.398238	0.398238	-0.917282
317.333	348	14	222081	6999.44	0.460195	-0.887818	-0.887818	-0.460195
317.333	345.333	74	235129	25976.7	0.596758	-0.802421	-0.802421	-0.596758
319	350	9	210153	15538.8	0.243052	-0.970013	-0.970013	-0.243052
320.667	349	28	317640	15296.8	0.214673	-0.976686	-0.976686	-0.214673
322	350.667	22	245339	11905.8	0.0238036	-0.999717	-0.999717	-0.0238036
314.333	353.333	57	47448.1	33867.4	0.0906331	-0.995884	-0.995884	-0.0906331
321.333	344.667	107	260969	16806.4	0.296289	-0.955098	-0.955098	-0.296289
315.667	348.667	14	109056	7232.8	0.537787	-0.843081	-0.843081	-0.537787
327.333	349.333	61	129047	19379.7	0.052683	0.998611	0.998611	-0.052683
323.333	345	109	225162	13591.2	0.171509	-0.985183	-0.985183	-0.171509
326.667	345	116	124798	7208.65	0.031756	-0.999496	-0.999496	-0.031756
330.333	348.333	68	75283.3	32457.3	0.68864	0.725104	0.725104	-0.68864
324.667	351.333	44	136068	23490	0.0575127	-0.998345	-0.998345	-0.0575127
329.333	350.333	54	79101.8	7429.38	0.456122	0.889917	0.889917	-0.456122
330.333	353.333	17	47224.4	21424.2	0.496317	0.868141	0.868141	-0.496317
322.333	354	78	173054	2159.13	0.207259	0.978286	0.978286	-0.207259
334	349	30	166461	25378.4	0.99945	-0.0331703	-0.0331703	-0.99945
323.333	349.333	39	268052	9176.12	0.112098	-0.993697	-0.993697	-0.112098
330.667	346	69	162839	30698.5	0.959644	0.281219	0.281219	-0.959644
317.333	353	57	100973	12590.2	0.069956	-0.99755	-0.99755	-0.069956
334	344.333	11	189875	4640.38	0.982796	0.184694	0.184694	-0.982796
314.667	335.333	57	87556.7	6547.03	0.999977	0.00673408	0.00673408	-0.999977
326.667	329.333	125	12684.8	1328.04	0.061463	0.998109	0.998109	-0.061463
326.667	351.667	48	99748.2	31970.8	0.124046	-0.992276	-0.992276	-0.124046
332.667	317	109	93328.7	2862.89	0.57871	-0.815533	-0.815533	-0.57871
298.333	310.667	124	46588.1	7486.5	0.126902	0.991915	0.991915	-0.126902
324.667	302	79	22240.7	4753.78	0.565316	-0.824875	-0.824875	-0.565316
309	352	19	111714	40887.4	0.857558	0.514387	0.514387	-0.857558
332	283.667	69	15620.6	2162.46	0.904448	-0.426585	-0.426585	-0.904448
262	258.667	120	48834.5	1417.12	0.374478	0.927236	0.927236	-0.374478
338.333	241.333	137	68821.6	3862.23	0.638307	0.769782	0.769782	-0.638307
340	238	147	41138.5	2489.52	0.430918	0.902391	0.902391	-0.430918
338.667	246.667	85	79995.1	3803.39	0.790904	0.611941	0.611941	-0.790904
333.333	250.333	132	64781.4	2775.96	0.889968	0.456022	0.456022	-0.889968
334.667	247	128	75786.4	4514.86	0.810938	0.585133	0.585133	-0.810938
336.333	253.667	74	70106.5	7737.08	0.838099	0.545517	0.545517	-0.838099
340.667	244	92	71877.9	1682.24	0.648431	0.761273	0.761273	-0.648431
334.333	242	160	47107.4	5288.77	0.709738	0.704465	0.704465	-0.709738
346.667	247	58	13922	2023.92	0.473208	0.880951	0.880951	-0.473208
343	242.333	100	53821.5	1162.9	0.606928	0.794757	0.794757	-0.606928
345.667	251.667	53	6607.82	3009.81	0.970378	-0.241594	-0.241594	-0.970378
344.333	249.333	56	9744.73	2348.13	0.562879	0.826539	0.826539	-0.562879
349	252	40	36025.9	4098.39	0.888244	0.459372	0.459372	-0.888244
339.333	253	58	41740.1	8102.81	0.795817	0.605538	0.605538	-0.795817
346	243.333	79	34182	1585.71	0.598064	0.801449	0.801449	-0.598064
340.333	249.333	65	39476.9	3577.08	0.855088	0.518483	0.518483	-0.855088
343	238.333	138	58339	2061.91	0.576438	0.817141	0.817141	-0.576438
344.667	254	57	17644.3	3271.64	0.127187	-0.991879	-0.991879	-0.127187
336.667	263	77	28577.9	1282.53	0.814478	0.580194	0.580194	-0.814478
341.667	258.667	88	31185.7	2051.16	0.170505	0.985357	0.985357	-0.170505
337	269.333	98	27529.9	2145.86	0.724945	0.688806	0.688806	-0.724945
334.333	265.333	61	34368.4	1544.37	0.790108	0.612967	0.612967	-0.790108
340	269.667	112	19426.1	1938.56	0.7609	0.648869	0.648869	-0.7609
337.667	272	102	12337.5	4314.36	0.602679	0.797984	0.797984	-0.602679
340.667	265.667	104	20872	775.942	0.782928	0.622112	0.622112	-0.782928
337.667	259.667	81	22999.7	4412.4	0.5317	0.846932	0.846932	-0.5317
345	264	103	7016.96	998.575	0.534615	0.845096	0.845096	-0.534615
346	255.667	64	31526.5	3654.85	0.0499247	0.998753	0.998753	-0.0499247
346	270	104	10299.5	568.681	0.920736	0.390186	0.390186	-0.920736
341.333	268.333	108	18824.5	564.602	0.802264	0.59697	0.59697	-0.802264
344.333	271.667	100	6065.36	486.73	0.848592	0.529049	0.529049	-0.848592
344.333	270	99	5617.47	405.976	0.882817	0.469717	0.469717	-0.882817
346	273.333	108	5992.09	1517.35	0.665628	0.746284	0.746284	-0.665628
342.333	271.667	100	4884.27	1107.57	0.499081	0.866555	0.866555	-0.499081
346	260.333	92	21385.1	1287.75	0.284514	0.958672	0.958672	-0.284514
344	258.667	90	32465.2	1975.84	0.160897	0.986971	0.986971	-0.160897
342.333	255.333	57	29078.3	1101.91	0.0993301	0.995055	0.995055	-0.0993301
341	273.333	100	4705.66	2973.95	0.293428	-0.955981	-0.955981	-0.293428
348	255.333	57	36998.6	4865.26	0.339259	0.940693	0.940693	-0.339259
335.333	257	74	45173.6	7182.43	0.779841	0.625978	0.625978	-0.779841
351.667	242.667	71	16959.1	1894.61	0.211576	-0.977362	-0.977362	-0.211576
353.333	239	94	13981.7	801.445	0.338006	-0.941144	-0.941144	-0.338006
350	254	54	50089.1	8016	0.742868	0.669438	0.669438	-0.742868
351.333	251	47	52520.6	1679.47	0.912448	0.409193	0.409193	-0.912448
353.333	255	87	54605	8727.41	0.656619	0.754222	0.754222	-0.656619
349	258.333	88	38744.4	1199.64	0.349445	0.936957	0.936957	-0.349445
353	244.333	68	12112.6	10148.5	0.550527	-0.834818	-0.834818	-0.550527
348.667	241.667	74	29462.8	4461.39	0.563484	0.826127	0.826127	-0.563484
360	246	94	17670.2	2407.96	0.976922	-0.213596	-0.213596	-0.976922
356.333	242.333	86	12684.7	6150.71	0.927052	-0.374932	-0.374932	-0.927052
359.333	242.667	94	12498.5	1889.52	0.997304	-0.0733743	-0.0733743	-0.997304
357	248.333	92	32630.4	2669.62	0.994931	0.100557	0.100557	-0.994931
357.333	253	111	25108.7	10032.5	0.952829	0.303507	0.303507	-0.952829
359	250.667	105	29617.2	2617.28	0.998176	0.0603694	0.0603694	-0.998176
359.667	256.333	95	13711.3	6201.42	0.0789176	-0.996881	-0.996881	-0.0789176
354.667	253	100	51823.8	9053.43	0.868519	0.495655	0.495655	-0.868519
362	255.667	94	8048.19	6481.94	0.151576	-0.988446	-0.988446	-0.151576
353	247	60	28808	4227.45	0.9577	0.28777	0.28777	-0.9577
347.667	238	100	57887.2	3979.31	0.596669	0.802488	0.802488	-0.596669
354.333	257.333	94	35145.1	2635.07	0.283261	0.959043	0.959043	-0.283261
347.667	268.333	107	10321.4	1401.8	0.834691	0.550718	0.550718	-0.834691
354	270	117	45481.5	2615.32	0.40358	0.914944	0.914944	-0.40358
350	271.333	124	28528.8	4380.91	0.690969	0.722884	0.722884	-0.690969
351	269.667	125	30647.3	2264.81	0.65133	0.758794	0.758794	-0.65133
347.333	273	111	6738.15	3631.01	0.88562	0.46441	0.46441	-0.88562
347.333	271.333	108	12306.8	1949.71	0.956352	0.292218	0.292218	-0.956352
353	264	116	6980.74	3664.46	0.249389	0.968403	0.968403	-0.249389
348.333	265.667	100	6947.97	1009.73	0.451951	0.892043	0.892043	-0.451951
357.667	261	107	15043	1965.29	0.213164	-0.977016	-0.977016	-0.213164
357.333	258.667	94	23150.4	586.468	0.0486317	-0.998817	-0.998817	-0.0486317
359	258.667	92	20784.1	642.656	0.0695087	-0.997581	-0.997581	-0.0695087
359.333	261	105	12929	1769.06	0.282495	-0.959269	-0.959269	-0.282495
358.667	268	121	42307.5	2825.02	0.0861747	0.99628	0.99628	-0.0861747
355.333	267	117	25908.8	3686.66	0.197774	0.980248	0.980248	-0.197774
360.667	266	113	26810.9	2466.9	0.0117999	0.99993	0.99993	-0.0117999
355.333	273	85	44257.2	5072.46	0.348828	0.937187	0.937187	-0.348828
360.667	262.667	103	10877.2	2508.95	0.11027	-0.993902	-0.993902	-0.11027
354.667	261.667	109	10261.4	2339.42	0.13002	-0.991511	-0.991511	-0.13002
352	259.333	95	28911.9	1721.18	0.357223	0.934019	0.934019	-0.357223
359.667	272	85	53683.3	4895.99	0.270538	0.962709	0.962709	-0.270538
362	272.667	87	36421.2	8570.01	0.452774	0.891625	0.891625	-0.452774
350.333	248.333	48	23664.7	3881.71	0.933301	0.359094	0.359094	-0.933301
356.333	238.333	96	9008.6	1773.19	0.473898	-0.88058	-0.88058	-0.473898
350	273	113	25680.2	3342.12	0.568264	0.822846	0.822846	-0.568264
337	283	96	6943.31	4115.15	0.982565	-0.185919	-0.185919	-0.982565
335	276	81	6271.47	5028.91	0.638415	-0.769693	-0.769693	-0.638415
336.333	290	74	32676.8	2354.66	0.504282	-0.863539	-0.863539	-0.504282
338.667	286.667	94	10050.1	1287.38	0.773112	-0.634269	-0.634269	-0.773112
337.667	293.667	66	52100.4	879.86	0.458727	-0.888577	-0.888577	-0.458727
333	291.333	68	36287.6	5442.68	0.314392	-0.949293	-0.949293	-0.314392
338.667	276.667	92	5224.33	4438	0.933819	0.357746	0.357746	-0.933819
332.333	299	20	66030.5	1796.19	0.460336	-0.887745	-0.887745	-0.460336
344.667	281	95	3593.21	752.405	0.121037	0.992648	0.992648	-0.121037
342	275	102	4300.32	2486.99	0.519946	-0.854199	-0.854199	-0.519946
344.333	287.667	104	20656.3	386.915	0.0152485	0.999884	0.999884	-0.0152485
346	284	96	2879.1	790.485	0.160637	0.987014	0.987014	-0.160637
346	295	74	50085.4	1597.7	0.0430236	-0.999074	-0.999074	-0.0430236
341.667	288.667	96	21851.7	2466.94	0.0838008	-0.996483	-0.996483	-0.0838008
346.667	277.667	96	5134.85	745.798	0.20187	0.979412	0.979412	-0.20187
339.667	280	96	5456.65	1940.23	0.526308	0.850294	0.850294	-0.526308
345	275	107	5395.33	661.569	0.223691	0.97466	0.97466	-0.223691
340.667	292.667	75	42238.9	4161.24	0.323379	-0.94627	-0.94627	-0.323379
336.667	300.667	17	59430.9	1010.91	0.388898	-0.921281	-0.921281	-0.388898
336	298	19	71569.9	397.684	0.414112	-0.910226	-0.910226	-0.414112
337	305.333	47	37964.1	858.873	0.317502	-0.948258	-0.948258	-0.317502
335.667	303.667	45	44240.2	783.072	0.346931	-0.937891	-0.937891	-0.346931
338	304	39	40415.4	2384.45	0.161579	-0.98686	-0.98686	-0.161579
336.333	308.333	70	29524.1	1513.6	0.301921	-0.953333	-0.953333	-0.301921
338.333	300.667	17	45051.9	3971.88	0.276346	-0.961058	-0.961058	-0.276346
334	308.333	69	12559.1	1515.79	0.274909	-0.96147	-0.96147	-0.274909
343.667	299	39	68778.2	5267.52	0.0685318	-0.997649	-0.997649	-0.0685318
341.667	295.667	66	68163	3252.89	0.255844	-0.966718	-0.966718	-0.255844
345.667	300	40	47092.3	6218.27	0.141249	0.989974	0.989974	-0.141249
342.667	300.333	30	52833.3	8437.17	0.140482	0.990083	0.990083	-0.140482
339.667	305.667	41	54076.2	6924.28	0.0623855	-0.998052	-0.998052	-0.0623855
340.667	300.667	23	51421.8	6495.39	0.0516927	0.998663	0.998663	-0.0516927
343.333	302.667	53	33294.9	4939.04	0.394661	0.918827	0.918827	-0.394661
339.333	303.667	40	39331.1	6357.27	0.114208	0.993457	0.993457	-0.114208
346	303.333	64	22315.5	4317.85	0.224904	0.974381	0.974381	-0.224904
340	299	28	60952.8	3989.08	0.264069	-0.964504	-0.964504	-0.264069
343.333	296	69	76047.4	1119.01	0.131175	-0.991359	-0.991359	-0.131175
341.667	305	45	43216.2	6976.46	0.00691403	-0.999976	-0.999976	-0.00691403
346.667	289.333	104	29033	1835.33	0.172935	0.984933	0.984933	-0.172935
333.667	281.667	86	16251	3086.68	0.961068	-0.276312	-0.276312	-0.961068
351	281.667	107	6108.14	1048	0.166479	0.986045	0.986045	-0.166479
350.333	278.667	99	7361.65	545.376	0.274958	0.961456	0.961456	-0.274958
352	288.667	90	18202.6	1656.82	0.266167	0.963927	0.963927	-0.266167
348.667	286.667	100	13119.3	1419.27	0.353489	0.935439	0.935439	-0.353489
351	286.667	95	15414.8	2222.79	0.239586	0.970875	0.970875	-0.239586
350.667	291.667	73	18680.2	888.156	0.388918	0.921273	0.921273	-0.388918
352.667	283.333	109	9475.27	834.727	0.0684027	-0.997658	-0.997658	-0.0684027
347.667	292.333	78	31450.1	2226.13	0.208603	0.978	0.978	-0.208603
357.667	279.667	109	22549.6	2699.95	0.518529	0.85506	0.85506	-0.518529
352.333	274.333	99	26238.9	4018.58	0.482629	0.875825	0.875825	-0.482629
361	286.333	96	31218.2	19839.4	0.152942	-0.988235	-0.988235	-0.152942
355.333	283.333	111	11834.2	787.363	0.0148583	-0.99989	-0.99989	-0.0148583
356.667	286.333	102	24139.1	1100.05	0.0868261	0.996224	0.996224	-0.0868261
358.667	287.333	99	44970.9	679.593	0.182711	0.983167	0.983167	-0.182711
356.667	290.667	73	28164.6	516.565	0.154309	0.988023	0.988023	-0.154309
355	288.333	90	24267.8	881.594	0.118153	0.992995	0.992995	-0.118153
360.333	291.333	61	46982.2	758.051	0.134232	0.99095	0.99095	-0.134232
356.667	277	88	21229.2	4936.03	0.530601	0.847622	0.847622	-0.530601
352.333	277	92	9936.95	2241.18	0.00406896	-0.999992	-0.999992	-0.00406896
359	290.333	71	48376.7	603.902	0.177998	0.984031	0.984031	-0.177998
347.333	299	44	46406.1	9339.42	0.233623	-0.972327	-0.972327	-0.233623
350.333	299.667	61	26738.4	9040.77	0.674841	-0.737963	-0.737963	-0.674841
349.333	303	64	21229.3	2471.54	0.245568	0.969379	0.969379	-0.245568
350.667	301.667	69	18391	9719.26	0.0123516	-0.999924	-0.999924	-0.0123516
350	305.333	52	18956.1	1328.05	0.043621	-0.999048	-0.999048	-0.043621
347.333	302	60	27074.9	1859.9	0.43603	0.899932	0.899932	-0.43603
351	296	86	21691.6	6079.88	0.434401	-0.90072	-0.90072	-0.434401
348	297	73	45082.8	5914.58	0.288459	-0.957492	-0.957492	-0.288459
355	298.667	95	24206	9082.86	0.271083	0.962556	0.962556	-0.271083
352	293.333	74	13505	844.332	0.247698	0.968837	0.968837	-0.247698
357	296.333	92	30426.8	1422.28	0.306199	0.951967	0.951967	-0.306199
352	297.667	85	28009.2	5024.93	0.635074	-0.772452	-0.772452	-0.635074
357.333	303.667	52	42844.6	2566.34	0.198781	0.980044	0.980044	-0.198781
355.333	301.667	78	40891.9	9401.78	0.147872	0.989007	0.989007	-0.147872
360	304	52	23305.6	3177.76	0.420166	0.907447	0.907447	-0.420166
352.333	305.333	48	37201.1	1711.28	0.000390832	1	1	-0.000390832
360.333	296.667	78	46246.4	3526.76	0.50316	0.864193	0.864193	-0.50316
352.667	302.667	68	35685.1	6684.89	0.0659903	-0.99782	-0.99782	-0.0659903
355	292.667	75	17671	501.153	0.139989	0.990153	0.990153	-0.139989
346.333	305.667	51	20707.9	2093.98	0.0727139	-0.997353	-0.997353	-0.0727139
361	280.667	112	50559.4	4338.76	0.771817	0.635845	0.635845	-0.771817
348.667	283.667	103	3356.91	1096.83	0.0503667	-0.998731	-0.998731	-0.0503667
357.667	274	71	38145.5	6129.44	0.35427	0.935143	0.935143	-0.35427
356	306	37	30596.8	1671.09	0.0286309	-0.99959	-0.99959	-0.0286309
362.667	250.667	86	15851	1967.32	0.929572	-0.36864	-0.36864	-0.929572
335	273	88	11624	5773.64	0.542331	0.840165	0.840165	-0.542331
365	243	78	10448.6	4099.38	0.417619	0.908622	0.908622	-0.417619
363	240.667	83	6790.3	4886.46	0.280505	0.959852	0.959852	-0.280505
365.333	252.333	81	16674.7	3455.28	0.139252	0.990257	0.990257	-0.139252
363.333	252.333	86	9506.37	5836.1	0.841508	-0.540245	-0.540245	-0.841508
364.333	248.333	74	11213.2	5133.13	0.881664	-0.471877	-0.471877	-0.881664
367	248.667	66	14615.1	4727.41	0.642291	0.76646	0.76646	-0.642291
368.333	244	73	12088.3	2636.11	0.654779	0.75582	0.75582	-0.654779
363.667	257	96	11314.9	1004.19	0.0168621	-0.999858	-0.999858	-0.0168621
369.667	247.333	74	16782.1	1931.08	0.759126	0.650944	0.650944	-0.759126
373	242	75	16455.7	3318.67	0.436434	0.899736	0.899736	-0.436434
367.667	255.667	107	18316.7	849.016	0.23741	0.97141	0.97141	-0.23741
365.667	254.667	102	18115.8	1117.27	0.207769	0.978178	0.978178	-0.207769
367.333	251	77	20473.7	5128.31	0.446518	0.894775	0.894775	-0.446518
369	253.333	95	24089.1	1630.66	0.46795	0.883755	0.883755	-0.46795
373	253.667	95	33531.5	736.065	0.723526	0.690297	0.690297	-0.723526
370	241.333	66	16507.5	3310.01	0.408947	0.912558	0.912558	-0.408947
362	237.667	86	6753.7	2188.34	0.530543	0.847658	0.847658	-0.530543
363.667	259.333	94	7782.59	583.159	0.163479	-0.986547	-0.986547	-0.163479
364.333	263.333	99	13212.1	724.562	0.226428	0.974028	0.974028	-0.226428
366.333	262.333	98	11224	641.494	0.264587	0.964362	0.964362	-0.264587
363	271	98	29133.5	7667.89	0.0681887	0.997672	0.997672	-0.0681887
364.333	266.333	115	19811.9	1988.91	0.0726367	0.997358	0.997358	-0.0726367
366	272.667	111	37019.9	8201.41	0.781812	0.623515	0.623515	-0.781812
363.667	275.333	109	46485.3	2849.09	0.65731	0.75362	0.75362	-0.65731
366.667	266.333	120	17269.9	2471.72	0.0642031	-0.997937	-0.997937	-0.0642031
362.667	262	99	10050.3	728.514	0.0085123	0.999964	0.999964	-0.0085123
370.667	259.667	94	11924	1191.38	0.0851234	0.99637	0.99637	-0.0851234
366.333	260	92	7826.73	796.282	0.0317757	0.999495	0.999495	-0.0317757
370.667	254.667	102	17288.5	1347.52	0.611355	0.791356	0.791356	-0.611355
370.667	262.333	103	11268.4	1186.06	0.162188	-0.98676	-0.98676	-0.162188
366.667	275.333	111	57277	3270.93	0.733362	0.679838	0.679838	-0.733362
368	270	119	30637.3	10258.1	0.684448	0.729062	0.729062	-0.684448
372	270	111	71101.1	4837.84	0.68017	0.733054	0.733054	-0.68017
370.667	277	66	50647.2	3587.32	0.703257	0.710936	0.710936	-0.703257
371.667	258	90	10185.5	2502.79	0.210205	0.977657	0.977657	-0.210205
368.333	263.667	109	13568.1	1522.48	0.145789	0.989316	0.989316	-0.145789
368.333	258.667	90	11787.3	721.805	0.16345	0.986552	0.986552	-0.16345
363.667	278.667	98	70964.7	3496.72	0.726439	0.687231	0.687231	-0.726439
373.333	250	94	32891.2	1729.2	0.763684	0.645591	0.645591	-0.763684
362.667	268.333	120	33228.8	1305.92	0.00560486	-0.999984	-0.999984	-0.00560486
378	248	82	40340.6	1462.84	0.909855	0.414925	0.414925	-0.909855
378	241	82	11331.8	6471.12	0.591927	0.805992	0.805992	-0.591927
376.333	258	75	22429.5	12386.9	0.837661	0.54619	0.54619	-0.837661
374	257	86	24431.4	3888.49	0.681907	0.731439	0.731439	-0.681907
380	256.333	43	22540.9	11018.8	0.873653	0.48655	0.48655	-0.873653
375.667	262	90	17625.1	2054.68	0.789881	-0.61326	-0.61326	-0.789881
377.667	245	94	25969.9	3077.67	0.966896	0.25517	0.25517	-0.966896
375.667	243.667	96	11185.5	5507.79	0.968569	0.248747	0.248747	-0.968569
381.333	244	71	22775.2	9253.24	0.937865	0.347002	0.347002	-0.937865
383.667	239.667	81	15889.4	3024.93	0.301034	0.953614	0.953614	-0.301034
383	245	57	25875.5	8555.39	0.725018	0.68873	0.68873	-0.725018
376.667	250.667	88	41188.7	2384.69	0.837528	0.546394	0.546394	-0.837528
383.667	252.333	34	20046.6	9170.68	0.817862	0.575414	0.575414	-0.817862
381.667	248	49	42101.3	4588.2	0.852707	0.522389	0.522389	-0.852707
385	258.333	32	14217.3	4628.98	0.963474	0.2678	0.2678	-0.963474
380.333	253.667	49	38532.5	4122.71	0.809872	0.586607	0.586607	-0.809872
383.667	249.333	35	26072.3	8949.18	0.709743	0.704461	0.704461	-0.709743
381	241.333	77	11555.6	6973.7	0.205451	-0.978667	-0.978667	-0.205451
373.333	238.667	73	23182.2	920.657	0.419324	0.907837	0.907837	-0.419324
382.333	259	45	20236.9	4276.31	0.97219	-0.234191	-0.234191	-0.97219
376.667	267	92	46248.8	13811	0.714469	0.699667	0.699667	-0.714469
377.667	263.667	79	25408.3	1026.55	0.916194	-0.400735	-0.400735	-0.916194
379.667	279	31	10977.2	2329.98	0.992852	0.119348	0.119348	-0.992852
378	275.333	40	46881.6	2402.5	0.626862	0.779131	0.779131	-0.626862
371.333	280.667	47	35867	3255.67	0.458515	0.888687	0.888687	-0.458515
374	274.333	55	70509.1	3442.25	0.697274	0.716805	0.716805	-0.697274
379.333	266.667	78	64635.2	14966	0.843907	0.536489	0.536489	-0.843907
373.667	267	105	44939.8	8112.43	0.586895	0.809663	0.809663	-0.586895
384.333	265.333	23	39708.1	13553.9	0.995713	-0.0924946	-0.0924946	-0.995713
382	264	48	44479.4	2685.26	0.997779	0.0666093	0.0666093	-0.997779
387.333	265.333	9	21165.2	11014.1	0.837217	-0.546871	-0.546871	-0.837217
382.333	270.667	36	47835	14884.7	0.490566	0.871404	0.871404	-0.490566
384	276	27	8919.09	433.901	0.640689	0.767801	0.767801	-0.640689
381	273.667	33	48412.2	577.728	0.626139	0.779712	0.779712	-0.626139
386	275.667	22	9947.34	1419.54	0.380434	0.924808	0.924808	-0.380434
382.333	280	20	12199	2709.18	0.92706	0.374912	0.374912	-0.92706
385.667	278.333	14	11626.7	1635.32	0.397556	0.917578	0.917578	-0.397556
381.667	268	47	60356.8	25341.7	0.759311	0.650728	0.650728	-0.759311
380.667	262.333	58	29805.4	2719.64	0.979484	-0.20152	-0.20152	-0.979484
383.667	278.667	16	10577	671.096	0.619892	0.784687	0.784687	-0.619892
385.333	244.333	60	27900.2	2449.71	0.173724	0.984794	0.984794	-0.173724
372.667	263.667	100	12030.8	1591.36	0.540011	-0.841658	-0.841658	-0.540011
376.333	238.667	74	18793.9	853.949	0.508015	0.861348	0.861348	-0.508015
378.333	281.667	40	9204.11	7733.93	0.935895	-0.352279	-0.352279	-0.935895
362.333	289	74	41849.5	19987.1	0.0502588	-0.998736	-0.998736	-0.0502588
368.333	286.667	40	33351	13678.5	0.962146	-0.272534	-0.272534	-0.962146
365.333	291.333	56	41923.3	15547.5	0.816871	0.576821	0.576821	-0.816871
365	288.667	60	34305.1	14975.5	0.902596	-0.430489	-0.430489	-0.902596
368	291	48	56239.8	6013.1	0.951135	0.308775	0.308775	-0.951135
363.667	294	77	59836.9	9414.68	0.668031	0.744133	0.744133	-0.668031
367	285	41	48974.3	19452	0.9146	0.40436	0.40436	-0.9146
362.333	284.333	92	45264.5	14633.7	0.963062	0.269279	0.269279	-0.963062
374.333	288.333	9	23852.9	15024.6	0.0202484	-0.999795	-0.999795	-0.0202484
374.667	283.333	39	23960.7	2799.42	0.0479851	0.998848	0.998848	-0.0479851
372.333	293	3	33545.5	6096.02	0.998914	-0.0465894	-0.0465894	-0.998914
372.333	290	10	34113.6	13124.3	0.980526	0.196387	0.196387	-0.980526
374	295.333	11	17266.2	7104.89	0.886744	-0.462262	-0.462262	-0.886744
369.333	293.333	30	47093.8	8437.08	0.920323	0.39116	0.39116	-0.920323
375.667	295.333	26	21295.3	6079.42	0.940963	-0.338511	-0.338511	-0.940963
370	288.333	24	32821.8	12342.4	0.972717	0.231996	0.231996	-0.972717
367.333	282.333	58	64126.5	6436.48	0.678114	0.734957	0.734957	-0.678114
369.333	296	26	34268.6	7838.47	0.795492	0.605964	0.605964	-0.795492
364.333	298.667	54	41655.6	7772.01	0.825267	0.564743	0.564743	-0.825267
365	296.333	48	59680.3	7543.32	0.842179	0.539198	0.539198	-0.842179
364	304.333	37	36232.5	1323.48	0.771792	0.635876	0.635876	-0.771792
361.667	302.333	53	31371.7	3045.17	0.616568	0.787302	0.787302	-0.616568
366.333	304	35	41036.2	14548.6	0.483521	0.875333	0.875333	-0.483521
361	306.333	45	10034	3831.3	0.526265	0.85032	0.85032	-0.526265
366.333	300.667	36	25114.4	11069.7	0.999389	0.0349562	0.0349562	-0.999389
362	299.333	68	51174.8	3088.94	0.619522	0.784979	0.784979	-0.619522
